Subject,Channel,RMS_Slope,RMS_R2,MDF_Slope,MDF_R2,Fatigue_Direction
sub7,Ch 1,0.08932152458285951,0.5067471183257781,0.0027779706924091923,0.00020015279589381195,Mixed
sub7,Ch 2,0.05398075882877478,0.213848523606402,0.06328911729981247,0.07568151978180648,Mixed
sub7,Ch 3,0.00890702589139336,0.00307118029857086,-0.05042364053059241,0.055842176239145024,Consistent
sub7,Ch 4,0.14652305542522207,0.5405650384844324,-0.022359191610528507,0.024468260126534407,Consistent
sub7,Ch 5,0.06334983693839512,0.11772560504094146,-0.04040211125772623,0.11572636466183873,Consistent
sub7,Ch 6,-0.03621556584484238,0.04357955761874112,-0.027335231613306477,0.01983728296734227,Mixed
sub7,Ch 7,-0.05330068494482383,0.102517116721032,-0.03986040697270644,0.05441165848126716,Mixed
sub7,Ch 8,0.11946632683055752,0.5375352321955186,-0.08032502257101187,0.1370675390932861,Consistent
sub8,Ch 1,-0.037885579442456324,0.10233176593732714,0.018855476074727408,0.024432118332880684,Opposite
sub8,Ch 2,-0.03063774947318193,0.06267525400255129,-0.005746926869921521,0.002162816085286264,Mixed
sub8,Ch 3,0.043355012712859894,0.590283174212952,-0.04322869643725258,0.05878734379630854,Consistent
sub8,Ch 4,-0.023958133038246756,0.15902739879319713,-0.07623098826307381,0.10444234772361671,Mixed
sub8,Ch 5,0.04299350877163005,0.4466427213857936,-0.18469685394819085,0.5220490632378476,Consistent
sub8,Ch 6,0.10942713364753962,0.4462872497743929,-0.08234252378637404,0.18865860534657872,Consistent
sub8,Ch 7,0.051833950462506446,0.1926299107522211,-0.06885200361136187,0.09000075995838469,Consistent
sub8,Ch 8,-0.0061377742203157955,0.001975874680309105,-0.024949649281200085,0.018941892579174714,Mixed
sub9,Ch 1,0.13740105783092288,0.7440043929227063,-0.0028231127161608425,0.0006727640552740702,Consistent
sub9,Ch 2,0.0766646436792145,0.4843266413890282,-0.010896590040975066,0.007157045283945866,Consistent
sub9,Ch 3,0.06747994169424516,0.4057694991069281,-0.026783109938190153,0.01851393041035736,Consistent
sub9,Ch 4,0.017784995540480898,0.25844125063882933,-0.04904854503784985,0.05432112309955157,Consistent
sub9,Ch 5,0.06263861349461819,0.6280155899774754,-0.07631779984721161,0.18846209045415915,Consistent
sub9,Ch 6,0.10573111682088815,0.29341286792765214,-0.065560108340857,0.14605127813890936,Consistent
sub9,Ch 7,0.13532324832816373,0.2994784567593133,-0.00680602819640253,0.0008623728250717982,Consistent
sub9,Ch 8,0.13891174172906948,0.5031059059141789,-0.03489825682339051,0.04742166610593318,Consistent
sub10,Ch 1,0.2513739234048025,0.8753592482114968,-0.12089381207028264,0.3396521154812954,Consistent
sub10,Ch 2,0.24061415952607598,0.7444780375990077,-0.08501979304118341,0.21063531993810686,Consistent
sub10,Ch 3,0.22829124043359114,0.4504548040423456,-0.13862421001458436,0.39295214419980024,Consistent
sub10,Ch 4,0.16366660967290522,0.3514220003684447,-0.1645253142579346,0.380314719558935,Consistent
sub10,Ch 5,0.25047163969169534,0.678414664437251,-0.11824432252239735,0.3802584826513093,Consistent
sub10,Ch 6,0.021043099700779277,0.027584710096136056,-0.10573650947982498,0.33781337053321164,Consistent
sub10,Ch 7,0.2350061604857319,0.7757901051207968,-0.1151677199805542,0.37719003425385234,Consistent
sub10,Ch 8,0.11216314261492001,0.5718645267112366,-0.12824154455170503,0.34396291829258957,Consistent
sub11,Ch 1,0.04156489929864628,0.11376288440645532,-0.052875199666643516,0.07891903358568976,Consistent
sub11,Ch 2,0.09401326580664424,0.5754544068452703,0.005569831238280432,0.001841026220178691,Mixed
sub11,Ch 3,0.0035108844581455113,0.01483923030260574,-0.0941454267657476,0.15346069460258777,Consistent
sub11,Ch 4,0.08125549374090912,0.5779180449388898,-0.061809847906104616,0.10320259013407418,Consistent
sub11,Ch 5,0.044553955912252544,0.16224161485071303,0.011792485589277034,0.004082041981243226,Mixed
sub11,Ch 6,0.06880397185496269,0.10267446806424513,0.00029515938606847783,4.9970716572198186e-06,Mixed
sub11,Ch 7,0.09160517932330521,0.4120098606719226,-0.09155149663171053,0.1713359532288495,Consistent
sub11,Ch 8,0.10367204464946674,0.5285500288559755,-0.07180012500868113,0.11469507852202887,Consistent
sub12,Ch 1,0.0828919354699823,0.4982259596675493,0.031012570317383154,0.058656129416922075,Mixed
sub12,Ch 2,0.05604880967559483,0.6634727472341108,0.0024203069657615104,0.0002791129396125246,Mixed
sub12,Ch 3,0.16050149786636678,0.7111192550547003,-0.15334050975762206,0.34943833141379627,Consistent
sub12,Ch 4,0.013799362039551923,0.14875598258357692,-0.1471907771373012,0.29998089570812775,Consistent
sub12,Ch 5,0.0570731252027929,0.6715917578433075,-0.03710674352385581,0.10946608851456419,Consistent
sub12,Ch 6,0.1664861448298829,0.723338778982827,-0.07847767206055976,0.13752283952282365,Consistent
sub12,Ch 7,0.32230916984937485,0.9546389027544762,-0.05344815612195292,0.06480605771277884,Consistent
sub12,Ch 8,0.0897273421928673,0.5378341946379974,0.016699076324744773,0.017673008933945106,Mixed
sub13,Ch 1,0.0442149718947765,0.116276796212598,-0.1837801236196958,0.4988838104275555,Consistent
sub13,Ch 2,0.09212015791001091,0.5314851622194279,-0.02651225779568025,0.020482470619724337,Consistent
sub13,Ch 3,0.1344253887539981,0.5643749718346658,-0.15792416140009727,0.5845304608445678,Consistent
sub13,Ch 4,0.06698132054456418,0.40005017144742766,-0.13237030349329815,0.40986045203344257,Consistent
sub13,Ch 5,0.027032352919600343,0.18290599065217653,-0.11318841586221262,0.33371731138998917,Consistent
sub13,Ch 6,0.09972113744920416,0.6708626634649576,-0.11799430516008051,0.33898115387919575,Consistent
sub13,Ch 7,0.19489043132195102,0.7923131182504891,-0.029981248697826233,0.02858436471746313,Consistent
sub13,Ch 8,0.12232258593083876,0.4871804005307696,-0.08350232655045489,0.1984905915293502,Consistent
sub14,Ch 1,0.0496957206147763,0.20507135283443184,-0.09396833113410653,0.15362355929836355,Consistent
sub14,Ch 2,0.10281640975184297,0.560871525378383,-0.016053198138759633,0.0045749365821707,Consistent
sub14,Ch 3,-0.03580840326376926,0.19583597722515828,0.04088478366553234,0.020097644569177904,Opposite
sub14,Ch 4,-0.028351812530073076,0.09594467413540235,-0.0485207306062921,0.0642839355398842,Mixed
sub14,Ch 5,0.06854001275114313,0.4621621339705178,-0.09322175151052157,0.17053239714430019,Consistent
sub14,Ch 6,0.07330566462029292,0.29424577428610554,-0.058597819293006455,0.05074091986101611,Consistent
sub14,Ch 7,0.1512956498687893,0.6586093242420833,-0.07823807208833947,0.11740413544254291,Consistent
sub14,Ch 8,0.0015676333928957942,0.00017084538183005603,-0.053114799638863806,0.055408011262598277,Consistent
sub15,Ch 1,0.06777889528410869,0.5118395691065889,-0.027852628654767692,0.02953600804350848,Consistent
sub15,Ch 2,0.08489043183229868,0.5729489489019337,-0.10045489270088197,0.23859306793882973,Consistent
sub15,Ch 3,0.09213805335955921,0.4115788499024719,-0.03243280783387735,0.028417448701194628,Consistent
sub15,Ch 4,0.061978435380478945,0.6871756546493564,-0.16868532536981734,0.41986512782953694,Consistent
sub15,Ch 5,0.2406737638236356,0.8252067968247855,-0.07964789221473713,0.13196991325907168,Consistent
sub15,Ch 6,0.053055602518847535,0.22764646905103084,-0.04913535662198765,0.0505341220739764,Consistent
sub15,Ch 7,0.45663607392918476,0.8743641588317118,0.022737690117369255,0.008456379208045588,Mixed
sub15,Ch 8,0.10830360666787765,0.6649451783378708,-0.014101673727342176,0.005678845427943237,Consistent
